ID;Expedition;Mode_of_Shipment;Customer_care_calls;Customer_rating;Cost_of_the_Product;Prior_purchases;Product_importance;Gender;Discount_offered;Weight_in_gms;Delay_or_OnTime_Y.N;Province_Code;
6975;SiCepat;Road;5;3;2413152;3;medium;F;28728;5986;1;15;
6976;TIKI;Road;4;1;1967868;2;low;M;43092;4657;0;12;
6977;J&T;Road;6;5;2125872;4;low;M;14364;5216;1;29;
6978;JNE;Road;6;2;3088260;5;low;F;100548;4057;0;24;
6979;Ninja Express;Road;4;2;3863916;2;medium;F;28728;4013;1;15;
6980;JNE;Road;3;5;1996596;3;low;F;14364;4060;1;20;
6981;SiCepat;Road;4;1;2944620;5;low;M;143640;4944;0;13;
6982;TIKI;Road;5;4;3045168;2;low;F;129276;4925;0;8;
6983;J&T;Flight;3;3;1953504;2;medium;M;143640;5749;0;34;
6984;JNE;Flight;3;3;3318084;3;medium;F;57456;4088;0;14;
6985;Ninja Express;Flight;4;4;3088260;2;low;F;100548;5151;1;24;
6986;JNE;Flight;4;4;2571156;3;medium;F;43092;5624;0;25;
6987;SiCepat;Flight;3;2;3203172;4;medium;M;43092;5374;0;2;
6988;TIKI;Flight;3;5;3016440;3;low;M;86184;5566;0;27;
6989;J&T;Flight;4;5;1910412;3;high;F;114912;5653;1;16;
6990;JNE;Flight;3;1;2686068;2;low;F;114912;4292;1;23;
6991;Ninja Express;Flight;4;1;3677184;2;medium;M;28728;5630;0;17;
6992;JNE;Flight;4;5;1982232;2;low;M;143640;4788;0;23;
6993;SiCepat;Flight;3;4;2844072;3;medium;M;100548;4020;0;20;
6994;TIKI;Flight;5;5;3677184;3;medium;F;86184;4145;1;30;
6995;J&T;Flight;4;3;3648456;2;low;M;43092;5546;0;12;
6996;JNE;Flight;4;1;3835188;2;medium;M;129276;5230;1;22;
6997;Ninja Express;Flight;3;2;4108104;6;high;F;71820;5588;0;24;
6998;JNE;Flight;3;2;3088260;4;low;F;43092;4042;0;31;
6999;SiCepat;Flight;5;5;3188808;3;medium;M;71820;4949;0;32;
7000;TIKI;Flight;5;3;3835188;4;medium;F;14364;4837;1;28;
7001;J&T;Flight;5;5;3375540;5;low;F;57456;5908;1;7;
7002;JNE;Flight;4;1;2599884;2;low;M;28728;4154;0;3;
7003;Ninja Express;Flight;4;1;2484972;4;low;F;71820;5530;1;4;
7004;JNE;Flight;3;5;2987712;3;low;M;14364;4803;0;29;
7005;SiCepat;Ship;4;3;3174444;2;low;F;86184;4114;1;18;
7006;TIKI;Ship;3;5;2025324;2;medium;F;129276;5000;0;2;
7007;J&T;Ship;4;1;3418632;3;high;F;57456;4910;0;1;
7008;JNE;Ship;3;2;1809864;5;low;F;86184;4372;1;2;
7009;Ninja Express;Ship;4;1;2815344;2;low;M;43092;4752;0;24;
7010;JNE;Ship;4;3;2427516;2;high;M;100548;4032;1;9;
7011;SiCepat;Ship;3;3;3576636;3;low;M;143640;5184;0;25;
7012;TIKI;Ship;4;2;2844072;6;medium;M;71820;4659;0;19;
7013;J&T;Ship;4;3;2829708;3;low;M;28728;4410;0;5;
7014;JNE;Ship;3;5;3605364;4;medium;F;43092;5215;1;4;
7015;Ninja Express;Ship;4;4;2082780;3;medium;M;114912;5780;0;28;
7016;JNE;Ship;4;1;3576636;3;low;M;57456;5253;1;25;
7017;SiCepat;Ship;6;1;1479492;4;low;M;28728;5089;0;22;
7018;TIKI;Ship;2;5;3792096;5;medium;F;14364;4426;0;10;
7019;J&T;Ship;6;1;2958984;6;medium;F;114912;4243;1;29;
7020;JNE;Ship;4;4;1996596;3;medium;M;28728;5135;0;2;
7021;Ninja Express;Ship;5;3;3878280;2;low;F;100548;5248;1;6;
7022;JNE;Ship;4;2;3260628;2;low;M;114912;4878;1;10;
7023;SiCepat;Ship;3;1;2571156;2;medium;F;143640;4828;0;22;
7024;TIKI;Ship;3;3;3921372;3;medium;F;86184;5269;1;4;
7025;J&T;Ship;5;1;2197692;2;low;F;100548;4944;1;22;
7026;JNE;Ship;4;1;1608768;6;medium;M;129276;5248;1;32;
7027;Ninja Express;Ship;6;3;1637496;4;high;F;143640;5865;0;19;
7028;JNE;Ship;4;4;3073896;2;high;F;14364;4117;1;28;
7029;SiCepat;Ship;3;4;2815344;4;low;F;57456;5031;0;5;
7030;TIKI;Ship;5;1;2283876;2;medium;F;71820;4382;0;1;
7031;J&T;Ship;3;2;3705912;2;low;M;14364;5862;0;26;
7032;JNE;Ship;5;5;1795500;3;low;M;143640;4997;0;27;
7033;Ninja Express;Ship;6;2;3332448;3;medium;F;100548;5219;1;12;
7034;JNE;Ship;4;3;2815344;2;high;M;143640;5709;1;6;
7035;SiCepat;Ship;4;2;3691548;3;low;M;43092;5549;1;33;
7036;TIKI;Ship;2;1;3145716;4;low;M;86184;5124;0;15;
7037;J&T;Ship;4;2;3203172;3;medium;F;100548;5977;0;22;
7038;JNE;Ship;3;1;2384424;2;low;F;143640;4137;0;26;
7039;Ninja Express;Ship;6;1;3792096;3;high;F;71820;4435;1;32;
7040;JNE;Ship;3;3;2614248;3;low;F;71820;5914;0;22;
7041;SiCepat;Ship;4;1;3734640;2;medium;F;28728;4529;0;17;
7042;TIKI;Ship;4;1;3849552;3;low;M;114912;5486;0;21;
7043;J&T;Ship;6;4;3907008;4;low;F;57456;4098;0;18;
7044;JNE;Ship;4;5;1939140;3;low;F;43092;4760;0;2;
7045;Ninja Express;Ship;3;2;2355696;2;medium;M;43092;4442;1;28;
7046;JNE;Ship;4;4;2197692;5;medium;M;129276;5818;0;14;
7047;SiCepat;Ship;3;4;2513700;3;low;M;114912;4274;1;7;
7048;TIKI;Ship;3;1;3318084;3;medium;M;129276;5148;1;11;
7049;J&T;Ship;5;4;3188808;3;low;M;43092;5555;0;12;
7050;JNE;Ship;3;4;3749004;2;low;F;14364;5844;0;33;
7051;Ninja Express;Ship;3;2;3203172;2;low;F;143640;4604;0;16;
7052;JNE;Ship;3;5;3188808;5;medium;M;28728;4027;1;1;
7053;SiCepat;Ship;4;5;3447360;3;low;F;129276;5794;1;14;
7054;TIKI;Ship;4;5;1967868;2;high;F;86184;5208;0;25;
7055;J&T;Ship;4;2;2599884;3;medium;M;86184;5964;0;20;
7056;JNE;Ship;3;3;3749004;4;low;M;43092;5722;1;32;
7057;Ninja Express;Ship;3;1;3246264;2;low;M;57456;4804;0;33;
7058;JNE;Ship;4;5;3533544;2;medium;F;43092;5705;0;16;
7059;SiCepat;Ship;3;4;3246264;2;medium;F;14364;5460;0;27;
7060;TIKI;Ship;3;4;3418632;2;low;M;43092;4723;0;21;
7061;J&T;Ship;3;1;2484972;3;low;F;43092;4453;1;4;
7062;JNE;Ship;3;4;3691548;4;low;M;143640;4415;0;12;
7063;Ninja Express;Ship;3;2;2298240;4;low;F;129276;5112;1;24;
7064;JNE;Ship;3;3;2571156;3;low;F;129276;4459;1;28;
7065;SiCepat;Ship;3;1;1450764;5;low;F;43092;4807;0;12;
7066;TIKI;Ship;2;3;3777732;4;medium;M;129276;5390;0;1;
7067;J&T;Ship;3;1;3016440;3;medium;M;57456;5683;0;32;
7068;JNE;Ship;3;4;2384424;4;low;M;57456;5107;0;15;
7069;Ninja Express;Ship;2;3;2341332;3;low;F;57456;4862;0;2;
7070;JNE;Ship;4;3;2054052;2;medium;M;14364;4402;1;4;
7071;SiCepat;Ship;4;3;3562272;6;medium;M;71820;4212;0;14;
7072;TIKI;Ship;3;1;2844072;2;low;F;114912;4940;0;3;
7073;J&T;Ship;3;1;2154600;2;low;F;86184;5355;0;30;
7074;JNE;Ship;4;3;2800980;4;medium;F;14364;5004;0;29;
7075;Ninja Express;Ship;4;4;3059532;3;low;F;14364;4266;0;13;
7076;JNE;Ship;4;3;3519180;4;medium;M;114912;5982;1;34;
7077;SiCepat;Ship;3;1;2858436;3;medium;F;114912;5557;1;8;
7078;TIKI;Ship;4;1;2757888;4;high;M;71820;4142;1;7;
7079;J&T;Ship;6;3;3547908;6;medium;M;43092;4582;0;13;
7080;JNE;Ship;3;5;3174444;3;medium;M;100548;4741;1;33;
7081;Ninja Express;Ship;3;1;2872800;4;medium;F;129276;5193;0;2;
7082;JNE;Ship;4;3;3734640;3;low;F;71820;5540;0;2;
7083;SiCepat;Ship;4;5;1407672;4;low;F;71820;4643;0;14;
7084;TIKI;Ship;5;1;2844072;4;low;F;71820;5719;0;32;
7085;J&T;Ship;4;1;2413152;2;medium;F;14364;5698;1;1;
7086;JNE;Ship;6;1;3734640;3;medium;M;14364;5134;0;14;
7087;Ninja Express;Ship;4;1;3820824;4;low;M;43092;5773;1;6;
7088;JNE;Ship;3;3;3432996;3;low;M;114912;5366;1;32;
7089;SiCepat;Ship;4;1;3073896;5;medium;M;129276;5801;0;11;
7090;TIKI;Ship;3;3;2915892;3;medium;F;114912;5929;0;22;
7091;J&T;Ship;2;5;3792096;3;medium;F;43092;4320;1;34;
7092;JNE;Ship;4;3;2427516;6;medium;F;28728;5607;0;29;
7093;Ninja Express;Ship;3;1;2398788;2;low;M;14364;5749;0;19;
7094;JNE;Ship;3;3;3820824;7;low;M;28728;5671;1;17;
7095;SiCepat;Ship;3;2;2614248;10;low;M;14364;4303;0;14;
7096;TIKI;Ship;5;2;2800980;6;high;M;71820;5339;1;7;
7097;J&T;Ship;4;1;2197692;3;low;F;114912;5198;0;4;
7098;JNE;Road;5;1;3418632;3;high;M;28728;5369;1;22;
7099;Ninja Express;Road;5;5;3418632;8;low;M;129276;5186;0;8;
7100;JNE;Road;3;4;2585520;7;high;M;57456;5500;0;19;
7101;SiCepat;Road;5;4;3763368;6;medium;F;14364;1177;0;2;
7102;TIKI;Road;5;2;3203172;5;medium;M;71820;1484;1;4;
7103;J&T;Road;5;2;3950100;5;low;F;143640;1924;0;6;
7104;JNE;Road;6;2;1996596;6;medium;M;114912;1691;1;23;
7105;Ninja Express;Road;4;1;3519180;6;low;F;100548;1884;1;10;
7106;JNE;Road;6;2;3993192;4;high;F;114912;1967;0;15;
7107;SiCepat;Road;5;4;3490452;5;low;F;71820;1118;0;19;
7108;TIKI;Road;7;1;4438476;4;low;F;57456;1151;0;23;
7109;J&T;Road;6;2;4007556;4;low;F;71820;1836;0;21;
7110;JNE;Road;6;5;3547908;4;medium;M;100548;1461;1;24;
7111;Ninja Express;Road;5;5;3375540;5;medium;F;143640;1393;0;27;
7112;JNE;Road;5;3;3849552;5;medium;F;143640;1660;0;27;
7113;SiCepat;Road;6;2;4438476;4;medium;M;143640;1782;0;16;
7114;TIKI;Road;4;5;3059532;3;low;F;100548;4490;0;8;
7115;J&T;Road;4;4;3519180;4;medium;F;86184;5051;0;6;
7116;JNE;Road;3;1;2858436;3;medium;F;100548;4377;1;22;
7117;Ninja Express;Road;4;3;2757888;4;high;F;14364;5669;1;26;
7118;JNE;Road;6;5;3547908;6;medium;M;43092;4832;0;6;
7119;SiCepat;Road;3;5;3174444;3;medium;F;114912;4523;0;3;
7120;TIKI;Flight;3;4;2872800;4;medium;F;114912;4944;0;15;
7121;J&T;Flight;4;4;3734640;3;low;M;129276;4224;0;10;
7122;JNE;Flight;4;5;1407672;4;low;M;71820;5188;0;18;
7123;Ninja Express;Flight;5;1;2844072;4;low;F;71820;5025;1;27;
7124;JNE;Flight;4;1;2413152;2;medium;F;114912;5276;1;2;
7125;SiCepat;Flight;6;4;3734640;3;medium;M;129276;4730;1;12;
7126;TIKI;Flight;4;2;3820824;4;low;F;100548;4639;0;18;
7127;J&T;Flight;3;1;3432996;3;low;M;28728;4425;0;17;
7128;JNE;Flight;4;1;3073896;5;medium;F;86184;4573;1;13;
7129;Ninja Express;Flight;3;3;2915892;3;medium;F;43092;4196;0;22;
7130;JNE;Flight;2;4;3792096;3;medium;F;86184;4025;1;3;
7131;SiCepat;Flight;4;3;2427516;6;medium;M;43092;5957;1;33;
7132;TIKI;Flight;3;5;2398788;2;low;M;71820;5042;1;30;
7133;J&T;Flight;3;1;3820824;7;low;M;71820;4102;1;13;
7134;JNE;Flight;3;3;2614248;10;low;M;43092;5555;0;32;
7135;Ninja Express;Flight;5;1;2800980;6;high;F;114912;4944;1;22;
7136;JNE;Flight;4;4;2197692;3;low;M;71820;4624;0;8;
7137;SiCepat;Flight;5;4;3418632;3;high;F;71820;5907;1;27;
7138;TIKI;Flight;5;4;3418632;8;low;M;43092;4046;0;19;
7139;J&T;Flight;3;4;2585520;7;high;M;57456;4408;0;22;
7140;JNE;Flight;5;1;3763368;6;medium;M;14364;1696;0;8;
7141;Ninja Express;Flight;5;5;3203172;5;medium;F;71820;1678;0;17;
7142;JNE;Ship;5;3;3950100;5;low;M;100548;1349;0;34;
7143;SiCepat;Ship;6;5;1996596;6;medium;F;143640;1081;1;15;
7144;TIKI;Ship;4;4;3519180;6;low;F;86184;1437;1;18;
7145;J&T;Ship;6;5;3993192;4;high;F;86184;1761;0;18;
7146;JNE;Ship;5;4;3490452;5;low;F;28728;1637;0;21;
7147;Ninja Express;Ship;7;4;4438476;4;low;M;100548;1880;0;15;
7148;JNE;Ship;6;4;4007556;4;low;M;129276;1128;0;30;
7149;SiCepat;Ship;6;2;3547908;4;medium;M;114912;1941;0;16;
7150;TIKI;Ship;5;5;3375540;5;medium;M;129276;1032;1;34;
7151;J&T;Ship;5;5;3935736;5;low;M;100548;1875;1;1;
7152;JNE;Ship;6;5;4065012;4;low;M;43092;1374;1;14;
7153;Ninja Express;Ship;6;5;4108104;4;low;M;129276;1282;1;18;
7154;JNE;Ship;5;1;3691548;5;low;M;129276;1329;0;33;
7155;SiCepat;Ship;5;4;3203172;5;low;M;28728;1400;0;23;
7156;TIKI;Ship;4;5;3432996;5;low;F;100548;1001;1;3;
7157;J&T;Ship;4;5;3533544;6;low;M;14364;1400;1;12;
7158;JNE;Ship;7;2;4237380;4;low;F;143640;1587;0;5;
7159;Ninja Express;Ship;6;1;4381020;4;low;M;71820;1588;0;19;
7160;JNE;Ship;3;4;2542428;4;medium;F;43092;1148;0;20;
7161;SiCepat;Ship;5;3;3691548;5;low;F;43092;1262;1;24;
7162;TIKI;Ship;6;2;4395384;4;low;F;86184;1123;0;24;
7163;J&T;Ship;4;3;3246264;6;medium;M;86184;1704;1;32;
7164;JNE;Ship;4;5;3274992;5;low;M;129276;1381;0;18;
7165;Ninja Express;Ship;5;4;3231900;5;low;M;100548;1476;0;8;
7166;JNE;Ship;7;5;4151196;4;low;F;71820;1864;1;2;
7167;SiCepat;Ship;5;4;3749004;5;low;M;28728;1409;0;25;
7168;TIKI;Ship;5;3;3662820;5;medium;F;143640;1886;0;30;
7169;J&T;Ship;5;3;3820824;5;medium;F;28728;1510;1;26;
7170;JNE;Ship;6;3;4165560;4;low;M;71820;1784;0;28;
7171;Ninja Express;Ship;4;5;3375540;5;low;M;86184;1460;0;33;
7172;JNE;Ship;6;4;3591000;4;low;M;43092;1490;1;27;
7173;SiCepat;Ship;5;3;3519180;5;low;F;43092;1409;0;9;
7174;TIKI;Ship;6;4;4108104;4;medium;M;129276;1096;1;26;
7175;J&T;Ship;5;5;3892644;4;low;M;129276;1989;0;19;
7176;JNE;Ship;4;4;3476088;6;low;F;129276;1192;1;14;
7177;Ninja Express;Ship;7;5;4050648;5;low;M;114912;1091;1;18;
7178;JNE;Ship;4;1;3648456;5;low;F;100548;1003;0;20;
7179;SiCepat;Ship;5;2;3476088;5;medium;F;14364;1004;1;16;
7180;TIKI;Ship;5;5;3777732;4;low;F;129276;1551;0;11;
7181;J&T;Ship;7;5;3993192;4;low;F;71820;1126;1;8;
7182;JNE;Ship;6;5;3662820;4;low;M;43092;1624;1;23;
7183;Ninja Express;Ship;4;4;2642976;3;low;M;57456;1330;1;5;
7184;JNE;Ship;6;4;3691548;4;medium;F;129276;1108;1;10;
7185;SiCepat;Ship;3;2;3073896;2;medium;M;43092;1983;1;9;
7186;TIKI;Ship;6;1;4323564;4;low;F;43092;1200;1;5;
7187;J&T;Ship;6;1;3792096;4;medium;M;14364;1273;0;13;
7188;JNE;Ship;5;3;3677184;5;medium;M;71820;1080;1;6;
7189;Ninja Express;Ship;5;5;3950100;6;low;M;14364;1507;0;4;
7190;JNE;Ship;4;1;3389904;5;medium;M;57456;1953;0;24;
7191;SiCepat;Ship;5;2;4352292;4;low;F;129276;1224;1;11;
7192;TIKI;Ship;6;3;4079376;4;medium;M;57456;1652;1;3;
7193;J&T;Ship;4;4;3289356;6;low;M;28728;1279;0;18;
7194;JNE;Ship;5;3;3705912;5;low;F;57456;1665;1;33;
7195;Ninja Express;Ship;5;1;3490452;5;low;M;43092;1066;1;29;
7196;JNE;Ship;6;1;4395384;4;medium;M;114912;1378;0;22;
7197;SiCepat;Ship;4;2;3375540;6;low;M;86184;1386;0;6;
7198;TIKI;Ship;4;3;2154600;4;low;F;57456;1021;0;18;
7199;J&T;Ship;6;4;4179924;4;low;F;71820;1112;1;7;
7200;JNE;Ship;7;3;3993192;4;low;M;28728;1038;1;30;
7201;Ninja Express;Ship;5;5;3447360;6;low;F;143640;1986;0;23;
7202;JNE;Ship;6;1;3907008;4;medium;M;143640;1534;1;25;
7203;SiCepat;Ship;5;5;3533544;5;low;F;86184;1911;0;7;
7204;TIKI;Ship;6;2;3820824;4;medium;M;43092;1090;0;28;
7205;J&T;Ship;5;4;3619728;5;low;F;143640;1015;1;32;
7206;JNE;Ship;6;5;3648456;4;low;F;28728;1824;0;27;
7207;Ninja Express;Ship;7;3;4381020;4;medium;F;43092;1426;1;14;
7208;JNE;Ship;6;5;4409748;4;high;M;43092;1406;0;25;
7209;SiCepat;Ship;6;4;3993192;5;low;M;71820;1180;0;6;
7210;TIKI;Ship;6;3;3806460;5;medium;M;143640;1897;0;14;
7211;J&T;Ship;6;5;3562272;4;low;F;143640;1005;0;8;
7212;JNE;Ship;7;5;4294836;4;low;M;57456;1052;1;21;
7213;Ninja Express;Ship;6;2;4021920;4;low;M;143640;1866;1;17;
7214;JNE;Ship;7;4;3547908;4;low;F;129276;1228;0;14;
7215;SiCepat;Ship;6;1;3921372;4;low;M;43092;1361;1;11;
7216;TIKI;Ship;6;2;3648456;5;low;M;100548;1638;1;22;
7217;J&T;Ship;5;2;3533544;5;medium;F;129276;1876;0;5;
7218;JNE;Ship;7;4;3605364;5;low;M;43092;1433;0;11;
7219;Ninja Express;Ship;5;5;3763368;5;low;M;129276;1400;0;20;
7220;JNE;Ship;5;1;3519180;5;low;F;43092;1956;1;28;
7221;SiCepat;Ship;4;2;3921372;5;medium;F;114912;2000;0;19;
7222;TIKI;Ship;3;1;3849552;4;medium;F;57456;5006;0;16;
7223;J&T;Ship;4;2;3504816;5;low;F;100548;5337;0;18;
7224;JNE;Ship;3;3;3734640;2;low;M;86184;5044;0;32;
7225;Ninja Express;Ship;3;1;3892644;3;low;M;57456;4108;0;2;
7226;JNE;Ship;5;4;3145716;2;medium;F;71820;4919;1;2;
7227;SiCepat;Ship;4;1;2772252;3;medium;F;129276;5354;0;14;
7228;TIKI;Ship;5;5;2140236;3;medium;M;129276;5979;0;25;
7229;J&T;Ship;3;5;3849552;2;low;F;57456;5909;0;5;
7230;JNE;Ship;3;5;2168964;2;low;M;43092;5039;0;27;
7231;Ninja Express;Ship;4;3;2456244;2;medium;M;143640;5211;0;34;
7232;JNE;Ship;3;3;2901528;2;medium;F;14364;5220;1;17;
7233;SiCepat;Ship;5;2;2499336;4;medium;M;114912;5627;1;12;
7234;TIKI;Ship;4;2;3260628;3;medium;M;100548;4041;0;31;
7235;J&T;Road;6;3;2513700;4;low;M;43092;4143;0;11;
7236;JNE;Road;3;4;2743524;3;medium;M;86184;4586;1;23;
7237;Ninja Express;Road;4;5;3447360;3;low;F;71820;5734;1;21;
7238;JNE;Road;3;1;3418632;3;medium;F;86184;5092;0;15;
7239;SiCepat;Road;3;3;1422036;5;medium;M;129276;5470;0;4;
7240;TIKI;Road;3;5;2039688;3;low;F;28728;4619;0;28;
7241;J&T;Road;4;5;2125872;3;high;F;86184;5473;1;33;
7242;JNE;Road;4;5;1852956;5;medium;M;100548;5554;1;9;
7243;Ninja Express;Road;6;3;3763368;6;high;M;71820;4506;0;24;
7244;JNE;Road;4;4;2729160;2;low;M;28728;4460;0;25;
7245;SiCepat;Road;5;1;3849552;5;medium;M;14364;4704;0;7;
7246;TIKI;Road;3;5;2944620;4;low;M;28728;5294;0;7;
7247;J&T;Road;3;1;2671704;2;medium;M;43092;5818;0;25;
7248;JNE;Road;3;2;2657340;4;low;F;114912;5545;0;20;
7249;Ninja Express;Road;5;4;2484972;3;low;M;129276;5432;0;32;
7250;JNE;Road;3;2;2987712;2;high;M;14364;4999;0;21;
7251;SiCepat;Road;5;1;2542428;2;medium;M;129276;4881;0;19;
7252;TIKI;Road;3;1;2729160;3;low;F;14364;5065;1;34;
7253;J&T;Road;5;4;3691548;3;medium;F;43092;4895;1;15;
7254;JNE;Road;3;4;2413152;3;medium;M;71820;5183;0;27;
7255;Ninja Express;Road;3;2;3289356;3;low;M;28728;4447;1;30;
7256;JNE;Road;4;1;2183328;2;high;M;28728;5396;0;24;
7257;SiCepat;Flight;5;4;2212056;2;medium;M;143640;5670;0;2;
7258;TIKI;Flight;5;5;3432996;3;medium;M;114912;4975;0;25;
7259;J&T;Flight;3;5;3619728;2;low;M;28728;4888;1;6;
7260;JNE;Flight;4;4;3705912;2;medium;F;71820;4363;1;17;
7261;Ninja Express;Flight;4;5;2642976;4;medium;F;43092;5430;1;33;
7262;JNE;Flight;4;3;2125872;5;medium;M;28728;4065;1;4;
7263;SiCepat;Flight;5;2;3447360;2;medium;M;57456;4447;1;24;
7264;TIKI;Flight;6;2;2427516;2;medium;M;129276;5580;0;10;
7265;J&T;Flight;3;4;2240784;3;medium;M;57456;4519;1;28;
7266;JNE;Flight;4;4;3792096;3;medium;F;129276;5555;1;18;
7267;Ninja Express;Flight;4;5;3203172;3;medium;M;100548;5832;1;25;
7268;JNE;Flight;5;4;3346812;3;low;M;86184;4275;1;10;
7269;SiCepat;Flight;3;4;3303720;3;medium;F;100548;5891;0;7;
7270;TIKI;Flight;2;3;2513700;6;high;F;86184;5341;1;11;
7271;J&T;Flight;4;3;2226420;3;high;F;28728;4534;0;33;
7272;JNE;Flight;4;2;3160080;2;medium;M;71820;5864;0;2;
7273;Ninja Express;Flight;4;2;4065012;2;high;F;14364;4115;0;11;
7274;JNE;Flight;3;3;3432996;4;low;F;71820;4084;1;21;
7275;SiCepat;Flight;5;2;3562272;2;low;F;143640;4813;0;16;
7276;TIKI;Flight;4;3;3677184;3;low;F;57456;5068;1;23;
7277;J&T;Flight;4;2;3835188;2;low;M;100548;5746;1;5;
7278;JNE;Flight;3;5;2973348;4;low;M;143640;4092;1;13;
7279;Ninja Express;Ship;3;1;2930256;4;medium;F;86184;5926;1;31;
7280;JNE;Ship;4;4;3002076;2;medium;F;43092;4407;0;19;
7281;SiCepat;Ship;4;3;2628612;3;low;M;57456;5866;0;33;
7282;TIKI;Ship;2;5;2010960;4;high;F;28728;4636;1;1;
7283;J&T;Ship;4;3;2312604;3;high;F;100548;4799;1;19;
7284;JNE;Ship;4;3;2168964;3;medium;F;129276;4908;0;31;
7285;Ninja Express;Ship;5;4;3691548;2;medium;M;143640;5095;0;31;
7286;JNE;Ship;3;4;2858436;3;medium;F;43092;4067;0;28;
7287;SiCepat;Ship;4;1;2743524;2;low;F;57456;5851;1;22;
7288;TIKI;Ship;3;5;3389904;2;low;M;143640;5755;1;27;
7289;J&T;Ship;4;3;3116988;3;medium;F;100548;4723;1;5;
7290;JNE;Ship;5;3;2901528;2;low;F;86184;5716;0;34;
7291;Ninja Express;Ship;3;4;3533544;3;high;F;14364;4273;1;10;
7292;JNE;Ship;4;4;2786616;4;low;F;143640;5024;0;5;
7293;SiCepat;Ship;3;2;3174444;2;medium;M;143640;4715;1;32;
7294;TIKI;Ship;4;4;3318084;5;low;F;86184;5482;0;23;
7295;J&T;Ship;5;5;3648456;5;low;F;28728;4426;0;14;
7296;JNE;Ship;4;3;3619728;2;low;M;86184;5266;1;8;
7297;Ninja Express;Ship;3;5;2815344;3;high;F;57456;4569;0;12;
7298;JNE;Ship;5;5;1493856;4;high;F;129276;5652;0;8;
7299;SiCepat;Ship;5;5;2240784;4;low;F;71820;5987;1;32;
7300;TIKI;Ship;5;4;3591000;4;low;M;28728;4183;0;30;
7301;J&T;Ship;3;4;3835188;2;low;M;129276;5940;0;20;
7302;JNE;Ship;3;2;2829708;4;medium;M;14364;5210;1;34;
7303;Ninja Express;Ship;3;4;3260628;4;low;F;129276;5465;0;8;
7304;JNE;Ship;5;1;3562272;3;low;F;28728;4075;0;18;
7305;SiCepat;Ship;3;3;3935736;3;medium;M;43092;5157;0;17;
7306;TIKI;Ship;6;1;3332448;6;low;M;57456;5877;0;33;
7307;J&T;Ship;3;2;2599884;3;low;M;57456;5966;1;11;
7308;JNE;Ship;2;5;1450764;3;low;M;143640;4353;0;22;
7309;Ninja Express;Ship;4;4;2312604;2;medium;F;114912;4348;1;18;
7310;JNE;Ship;4;2;3849552;2;medium;F;114912;4219;0;2;
7311;SiCepat;Ship;4;4;3131352;4;medium;F;143640;4967;0;23;
7312;TIKI;Ship;3;2;2757888;3;low;M;14364;4308;1;6;
7313;J&T;Ship;2;3;2829708;2;medium;F;28728;4277;0;1;
7314;JNE;Ship;4;4;3634092;2;medium;F;71820;5624;0;29;
7315;Ninja Express;Ship;3;1;2628612;4;low;M;71820;5326;0;14;
7316;JNE;Ship;3;5;2542428;4;high;M;129276;5311;0;26;
7317;SiCepat;Ship;5;1;3461724;3;low;F;100548;5134;1;5;
7318;TIKI;Ship;3;5;2585520;4;low;F;129276;5105;1;16;
7319;J&T;Ship;5;2;2269512;3;medium;M;28728;5221;0;18;
7320;JNE;Ship;4;1;3002076;3;low;F;100548;4808;1;17;
7321;Ninja Express;Ship;5;4;3921372;6;medium;F;100548;4058;1;29;
7322;JNE;Ship;6;2;3246264;4;high;F;100548;5600;0;16;
7323;SiCepat;Ship;4;3;2556792;3;medium;M;86184;4576;0;12;
7324;TIKI;Ship;5;1;2168964;6;medium;M;28728;4529;0;16;
7325;J&T;Ship;3;1;3045168;2;medium;M;100548;5022;0;14;
7326;JNE;Ship;3;2;3432996;4;medium;F;143640;4410;0;10;
7327;Ninja Express;Ship;5;3;3691548;5;medium;M;71820;4183;0;22;
7328;JNE;Ship;3;3;2370060;2;low;M;114912;5813;0;31;
7329;SiCepat;Ship;4;3;2628612;2;medium;F;114912;5690;1;12;
7330;TIKI;Ship;4;5;1939140;3;low;M;14364;5013;0;5;
7331;J&T;Ship;4;1;2872800;3;low;M;71820;4686;0;32;
7332;JNE;Ship;4;2;2326968;4;medium;M;100548;5294;0;28;
7333;Ninja Express;Ship;3;3;3131352;3;medium;M;86184;5288;1;28;
7334;JNE;Ship;3;4;2269512;2;medium;M;100548;4744;0;30;
7335;SiCepat;Ship;4;2;3059532;3;medium;M;114912;5214;1;18;
7336;TIKI;Ship;3;1;3088260;2;medium;F;129276;4940;0;22;
7337;J&T;Ship;3;3;3849552;2;high;F;71820;5195;0;1;
7338;JNE;Ship;3;1;2973348;4;low;M;129276;4252;0;26;
7339;Ninja Express;Ship;2;5;3878280;6;medium;F;14364;5675;0;31;
7340;JNE;Ship;5;2;3519180;2;low;M;86184;5366;1;11;
7341;SiCepat;Ship;4;2;2212056;2;medium;F;86184;4705;1;16;
7342;TIKI;Ship;3;1;2226420;3;medium;F;28728;5446;0;28;
7343;J&T;Ship;4;4;3418632;3;low;F;100548;4709;0;21;
7344;JNE;Ship;3;2;2168964;2;medium;M;14364;5179;0;16;
7345;Ninja Express;Ship;3;4;2657340;2;low;M;57456;5926;0;17;
7346;JNE;Ship;4;3;2456244;3;medium;F;114912;4826;0;32;
